name,school,establishment,type,province,office of education
한백고등학교,high,2016,public,경기도,경기도화성오산교육지원청
위례중학교,middle,2016,public,경기도,경기도광주하남교육지원청
하길고등학교,high,2016,public,경기도,경기도화성오산교육지원청
미사강변고등학교,high,2016,public,경기도,경기도광주하남교육지원청
왕배초등학교,elmentary,2016,public,경기도,경기도화성오산교육지원청
방교초등학교,elmentary,2016,public,경기도,경기도화성오산교육지원청
운흥초등학교,elmentary,2016,public,경기도,경기도시흥교육지원청
무지개초등학교,elmentary,2016,public,경상남도,경상남도진주교육지원청
버들초등학교,elmentary,2016,public,강원도,강원도원주교육지원청
옥길버들초등학교,elmentary,2016,public,경기도,경기도부천교육지원청
소담초등학교,elmentary,2016,public,세종특별자치시,세종특별자치시교육청
별빛중학교,middle,2016,public,경상북도,경상북도영천교육지원청
방교중학교,middle,2016,public,경기도,경기도화성오산교육지원청
소담중학교,middle,2016,public,세종특별자치시,세종특별자치시교육청
배곧고등학교,high,2016,public,경기도,경기도시흥교육지원청
천안불무초등학교,elmentary,2016,public,충청남도,충청남도천안교육지원청
하길초등학교,elmentary,2016,public,경기도,경기도화성오산교육지원청
옥길산들초등학교,elmentary,2016,public,경기도,경기도부천교육지원청
위례중앙초등학교,elmentary,2016,public,경기도,경기도성남교육지원청
곡정고등학교,high,2016,public,경기도,경기도수원교육지원청
위례중앙중학교,middle,2016,public,경기도,경기도성남교육지원청
위례한빛초등학교,elmentary,2016,public,경기도,경기도성남교육지원청
위례고운초등학교,elmentary,2016,public,경기도,경기도성남교육지원청
한다사중학교,middle,2016,public,경상남도,경상남도하동교육지원청
위례푸른초등학교,elmentary,2016,public,경기도,경기도성남교육지원청
거창덕유중학교,middle,2016,public,경상남도,경상남도거창교육지원청
위례한빛중학교,middle,2016,public,경기도,경기도성남교육지원청
위례한빛고등학교,high,2016,public,경기도,경기도성남교육지원청
송양고등학교,high,2015,public,경기도,경기도의정부교육지원청
가락초등학교,elmentary,2015,public,세종특별자치시,세종특별자치시교육청
다빛초등학교,elmentary,2015,public,세종특별자치시,세종특별자치시교육청
녹산초등학교,elmentary,2015,public,부산광역시,부산광역시북부교육지원청
인천포스코고등학교,high,2015,private,인천광역시,인천광역시동부교육지원청
별가람초등학교,elmentary,2015,public,경기도,경기도구리남양주교육지원청
광양마동중학교,middle,2015,public,전라남도,전라남도광양교육지원청
구산고등학교,high,2015,public,경상남도,경상남도김해교육지원청
제석초등학교,elmentary,2015,public,경상남도,경상남도통영교육지원청
세종과학예술영재학교,high,2015,public,세종특별자치시,세종특별자치시교육청
거제상동초등학교,elmentary,2015,public,경상남도,경상남도거제교육지원청
인천가원초등학교,elmentary,2015,public,인천광역시,인천광역시서부교육지원청
광양용강중학교,middle,2015,public,전라남도,전라남도광양교육지원청
여수웅천중학교,middle,2015,public,전라남도,전라남도여수교육지원청
현촌초등학교,elmentary,2015,public,경기도,경기도평택교육지원청
대구사수초등학교,elmentary,2015,public,대구광역시,대구광역시서부교육지원청
전주온빛초등학교,elmentary,2015,public,전라북도,전라북도전주교육지원청
창리초등학교,elmentary,2015,public,충청북도,충청북도청주교육지원청
위례초등학교,elmentary,2015,public,경기도,경기도광주하남교육지원청
미사중앙초등학교,elmentary,2015,public,경기도,경기도광주하남교육지원청
인천청람중학교,middle,2015,public,인천광역시,인천광역시서부교육지원청
장성백암중학교,middle,2015,public,전라남도,전라남도장성교육지원청
종촌중학교,middle,2015,public,세종특별자치시,세종특별자치시교육청
양지고등학교,high,2015,public,세종특별자치시,세종특별자치시교육청
늘봄초등학교,elmentary,2015,public,세종특별자치시,세종특별자치시교육청
인천장서초등학교,elmentary,2015,public,인천광역시,인천광역시동부교육지원청
양지중학교,middle,2015,public,세종특별자치시,세종특별자치시교육청
율정초등학교,elmentary,2015,public,경기도,경기도동두천양주교육지원청
은가람중학교,middle,2015,public,경기도,경기도광주하남교육지원청
천마중학교,middle,2015,public,경기도,경기도구리남양주교육지원청
고운고등학교,high,2015,public,세종특별자치시,세종특별자치시교육청
미사중학교,middle,2015,public,경기도,경기도광주하남교육지원청
대구한솔초등학교,elmentary,2015,public,대구광역시,대구광역시남부교육지원청
정관고등학교,high,2015,public,부산광역시,부산광역시해운대교육지원청
해밀초등학교,elmentary,2015,public,경기도,경기도구리남양주교육지원청
미사고등학교,high,2015,public,경기도,경기도광주하남교육지원청
나비초등학교,elmentary,2015,public,경기도,경기도김포교육지원청
인천도담초등학교,elmentary,2015,public,인천광역시,인천광역시서부교육지원청
옥정고등학교,high,2015,public,경기도,경기도동두천양주교육지원청
두루중학교,middle,2015,public,세종특별자치시,세종특별자치시교육청
이의고등학교,high,2015,public,경기도,경기도수원교육지원청
좌야초등학교,elmentary,2015,public,전라남도,전라남도순천교육지원청
사동고등학교,high,2015,public,경상북도,경상북도경산교육지원청
오름중학교,middle,2015,public,제주특별자치도,제주특별자치도제주시교육지원청
청북고등학교,high,2015,public,경기도,경기도평택교육지원청
장학초등학교,elmentary,2015,public,강원도,강원도춘천교육지원청
의정부송산초등학교,elmentary,2015,public,경기도,경기도의정부교육지원청
한백초등학교,elmentary,2015,public,경기도,경기도화성오산교육지원청
으뜸초등학교,elmentary,2015,public,세종특별자치시,세종특별자치시교육청
진영중앙초등학교,elmentary,2015,public,경상남도,경상남도김해교육지원청
도래울고등학교,high,2015,public,경기도,경기도고양교육지원청
종촌고등학교,high,2015,public,세종특별자치시,세종특별자치시교육청
고운중학교,middle,2015,public,세종특별자치시,세종특별자치시교육청
배곧중학교,middle,2015,public,경기도,경기도시흥교육지원청
종촌초등학교,elmentary,2015,public,세종특별자치시,세종특별자치시교육청
두루초등학교,elmentary,2015,public,세종특별자치시,세종특별자치시교육청
가동초등학교,elmentary,2015,public,부산광역시,부산광역시해운대교육지원청
남양주샛별초등학교,elmentary,2015,public,경기도,경기도구리남양주교육지원청
수완하나중학교,middle,2015,public,광주광역시,광주광역시서부교육지원청
신호중학교,middle,2015,public,부산광역시,부산광역시북부교육지원청
양현고등학교,high,2015,public,전라북도,전라북도전주교육지원청
청목초등학교,elmentary,2015,public,경기도,경기도화성오산교육지원청
화성반월고등학교,high,2015,public,경기도,경기도화성오산교육지원청
온산고등학교,high,2015,public,울산광역시,울산광역시강남교육지원청
