id,sq1,sq2,sq3,q1_1,q1_2_1,q1_2_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q1_8_a,q1_9,q1_9_a,q1_9_1_1,q1_9_1_2,q1_9_1_a,q1_10,q1_11,q1_12_1,q1_12_2,q1_12_3,q1_12_4,q1_12_5,q1_12_6,q1_12_7,q1_12_8,q1_12_9,q1_12_10,q1_13_1,q1_13_2,q1_13_3,q1_13_4,q1_13_5,q1_13_6,q1_13_7,q1_13_8,q1_13_9,q1_14_1,q1_14_2,q1_14_3,q1_14_4,q1_14_5,q1_14_6,q1_15,q1_15_a,q1_16,q2_1,q2_2,q2_3_1,q2_3_2,q2_3_3,q2_3_4,q2_3_5,q2_3_6,q2_4_1,q2_4_2,q2_4_3,q2_4_4,q2_5,q2_6,q2_7,q2_8,q3_1_1,q3_1_2,q3_1_3,q3_1_4,q3_1_5,q3_2,q3_3,q3_4,q3_4_a,q4_1,q4_2,q4_3,q4_4_1,q4_4_2,q4_4_3,q4_4_4,q4_4_5,q4_4_6,q4_4_7,q4_4_8,q4_4_9,q4_4_10,q4_4_11,q4_5_1_1,q4_5_2_1,q4_5_1_2,q4_5_2_2,q4_5_1_3,q4_5_2_3,q4_5_1_4,q4_5_2_4,q4_5_1_5,q4_5_2_5,q4_5_1_6,q4_5_2_6,q4_5_1_7,q4_5_2_7,q4_5_1_8,q4_5_2_8,q4_5_1_9,q4_5_2_9,q4_5_1_10,q4_5_2_10,q4_5_1_11,q4_5_2_11,q4_6_1,q4_6_2,q4_6_a,sq4,sq5,sq6,sq6_a,sq7,sq8,sq9,sq10,sq11,sq12
115,2,16,36,1,2011,4,2,2,2,3,3,1,1,2,-1,8,5, ,1,1,5,5,5,3,3,3,3,3,3,3,4,3,2,2,1,1,2,3,3,2,3,3,3,3,3,8, ,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,4,4,3,4,4,3,3,1,-1,3,3,2,0,0,0,0,0,0,0,0,0,1, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,8,9, ,4,2,-1, ,-1,-1,1,1,5,3
116,1,16,40,1,2008,12,3,2,2,4,1,1,1,1,1,-1,-1, ,2,2,5,5,2,3,4,4,4,3,4,3,5,5,4,2,5,4,4,4,4,4,3,3,3,4,3,6, ,6,1,3,4,2,4,4,3,3,3,3,2,3,3,2,2,1,5,5,4,4,4,3,3,2,10000,3,4,2,1,0,1,1,0,0,0,0,0,0, ,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,13,7, ,6,2,3, ,4,4,2,5,5,4
117,2,16,35,1,2008,4,3,2,2,5,1,1,4,2,-1,18,99,현재 자녀수가 적당해서,4,4,4,4,4,3,3,4,4,3,3,3,4,3,5,2,2,2,4,3,3,2,3,3,3,3,3,8, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,4,5,4,3,4,4,3,2,5000,4,4,2,0,0,0,1,1,0,1,0,0,0, ,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,7,11, ,6,1,-1, ,-1,-1,1,1,5,4
118,2,16,34,1,2013,6,3,2,2,4,1,1,1,2,-1,8,5, ,3,3,4,4,4,3,4,3,3,3,4,4,5,4,3,2,2,3,2,2,2,2,4,5,3,2,5,2, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,3,5,5,5,4,5,3,3,2,10000,4,4,1,1,0,1,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,13,9, ,6,1,-1, ,-1,-1,1,1,6,3
119,1,8,40,1,2009,10,2,2,2,4,1,1,2,3,-1,-1,-1, ,3,2,5,5,4,3,5,4,2,3,3,2,4,5,2,2,4,4,3,4,2,4,5,4,3,2,4,6, ,7,1,3,3,4,4,3,4,4,2,2,1,2,2,2,3,1,5,2,5,3,4,3,3,2,10000,3,3,2,0,1,1,0,1,1,0,0,0,0, ,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,13,14, ,5,2,5, ,4,4,1,5,7,3
120,1,8,43,1,2006,10,2,2,2,4,1,1,2,2,-1,14,5, ,2,2,5,5,2,4,4,4,3,4,3,3,5,5,4,2,5,4,5,5,5,4,3,3,3,4,3,8, ,6,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,4,4,4,4,4,3,3,2,7000,4,4,2,1,0,0,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,7,13, ,6,2,3, ,2,5,1,5,5,4
121,1,8,36,1,2016,5,3,2,2,5,3,2,-1,3,-1,-1,-1, ,2,3,3,3,3,3,3,3,4,4,4,4,5,5,1,2,2,2,2,2,2,5,5,4,3,3,4,8, ,2,1,3,4,3,5,4,3,3,4,4,3,4,3,3,2,1,4,4,4,4,4,3,3,2,10000,4,4,1,1,1,0,1,1,0,0,0,0,0, ,1,3,1,3,1,3,1,3,2,3,2,3,1,3,1,3,1,3,1,3,1,3,6,10, ,6,1,7, ,4,3,2,5,7,5
122,2,8,43,1,2005,3,3,3,2,3,1,1,2,2,-1,1,5, ,2,2,5,4,3,5,5,4,3,3,4,3,5,4,4,1,3,4,5,4,5,4,4,5,3,4,4,8, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,5,4,4,3,4,3,3,2,6000,4,3,2,0,0,0,1,1,0,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,9,6, ,5,1,-1, ,-1,-1,2,1,4,4
123,2,8,41,1,2009,10,3,3,2,3,1,1,1,2,-1,5,6, ,3,2,5,5,4,4,3,3,2,3,5,4,5,5,5,3,2,3,3,4,3,2,3,3,4,4,3,6, ,5,1,2,3,2,3,3,3,3,3,3,2,2,3,2,2,2,4,3,4,3,3,2,3,2,3000,4,3,1,1,0,0,0,0,0,0,1,0,0, ,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,13,12, ,5,2,4, ,5,4,1,3,5,3
124,1,8,39,1,2013,4,3,2,2,4,1,1,1,2,-1,10,5, ,2,2,3,5,3,4,4,4,3,3,3,3,4,4,4,3,1,2,2,3,3,3,3,4,3,3,3,6, ,1,1,3,4,4,3,3,4,4,4,4,4,4,4,3,3,1,5,3,5,3,5,3,3,2,10000,3,3,2,1,1,1,0,0,0,0,0,0,0, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,3,15, ,6,2,3, ,4,4,1,5,5,4
125,2,8,36,1,2012,11,3,3,2,4,1,1,2,2,-1,1,5, ,2,2,5,4,4,4,3,3,3,3,5,4,5,5,5,3,3,3,3,4,2,2,3,3,4,4,3,8, ,5,1,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,4,3,3,3,3,3,3,2,5000,3,3,2,1,0,0,0,1,0,0,1,0,0, ,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,13,12, ,4,1,4, ,4,4,1,4,4,5
126,1,8,43,1,2009,10,2,1,2,4,1,1,2,2,-1,14,5, ,2,2,4,4,4,3,3,3,3,3,3,3,5,5,4,2,3,3,4,4,4,2,3,3,2,3,3,8, ,5,1,3,4,4,4,4,4,4,2,2,3,3,2,2,2,1,4,2,3,3,3,3,3,2,8000,4,3,2,1,1,0,1,1,0,0,0,0,0, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,9,13, ,6,2,4, ,4,5,2,5,5,5
127,1,8,38,1,2010,6,3,3,2,4,1,1,1,3,-1,-1,-1, ,3,3,5,5,4,4,4,5,2,3,2,2,5,5,5,3,1,2,5,5,3,5,4,4,3,3,4,8, ,2,1,3,3,4,1,2,1,3,2,3,1,3,3,2,3,2,4,3,3,3,3,3,4,2,4000,3,3,2,1,0,0,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,7,5, ,6,2,7, ,4,4,1,6,8,4
128,2,8,34,1,2006,12,3,2,2,3,3,1,2,2,-1,5,10, ,2,2,4,4,3,4,4,3,2,2,3,3,3,4,4,2,2,1,4,4,3,2,3,3,3,2,3,8, ,4,1,3,3,3,3,3,3,3,4,3,3,3,3,2,2,3,4,3,3,3,3,3,3,2,5000,3,3,3,0,0,0,1,0,0,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,6,12, ,5,2,4, ,1,6,2,3,7,3
129,2,8,40,1,2004,6,3,3,2,5,1,1,3,2,-1,5,10, ,3,3,5,5,5,4,5,4,2,3,3,3,5,5,5,2,3,4,5,5,4,3,5,4,4,3,5,2, ,3,1,2,5,5,5,5,5,5,1,5,5,3,2,3,3,3,4,4,5,5,5,4,4,2,10000,4,4,3,0,1,1,1,0,0,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,7,10, ,6,1,2, ,2,6,1,6,10,3
130,2,8,29,1,2019,3,4,1,2,5,2,2,-1,3,-1,-1,-1, ,2,3,5,5,4,4,3,4,4,4,4,4,3,3,3,2,2,2,3,3,3,2,3,3,3,2,3,6, ,2,1,3,3,3,4,4,4,3,2,2,3,3,2,3,3,2,5,5,4,4,4,3,3,2,7000,3,3,1,1,0,1,1,1,0,0,1,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,1,3,2,3,1,3,2,3,9,3, ,5,1,3, ,4,5,3,4,6,4
131,1,8,28,1,2015,4,1,1,2,1,1,1,1,3,-1,-1,-1, ,2,2,5,5,5,5,5,5,3,5,5,5,5,5,5,4,3,1,5,5,5,2,5,5,3,5,5,2, ,5,1,3,5,5,5,5,5,5,5,5,5,3,5,3,3,1,5,4,5,5,5,3,4,2,10000,2,3,2,1,0,0,0,0,0,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,14, ,4,3,5, ,2,6,1,7,12,3
132,2,8,40,1,2009,4,4,1,2,4,1,1,1,3,-1,-1,-1, ,2,2,4,4,5,5,4,4,2,4,4,4,5,5,5,2,2,5,5,5,3,1,5,5,3,2,5,6, ,5,1,2,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,2,10000,3,4,1,1,0,1,1,0,1,0,0,0,0, ,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,10,9, ,6,2,3, ,4,4,2,4,6,5
133,2,4,38,1,2011,4,3,3,2,4,1,1,2,2,-1,5,1, ,3,2,4,5,4,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,2, ,5,1,2,3,3,3,4,4,4,3,3,2,2,2,2,2,2,5,5,5,5,5,3,3,2,6000,4,3,2,1,1,1,1,0,0,0,1,0,0, ,1,1,1,1,1,2,1,2,2,3,1,2,2,2,1,1,1,2,1,1,1,2,9,12, ,6,1,3, ,4,4,2,4,6,3
134,2,4,29,1,2017,9,2,4,1,3,2,1,1,2,-1,5,10, ,2,2,4,5,5,5,5,4,4,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,3,2,4,5, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,5,5,5,5,5,3,2,2,5000,4,3,2,0,1,1,1,1,1,0,0,0,0, ,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,2,9,3, ,5,1,-1, ,-1,-1,2,1,4,2
135,2,4,43,1,2008,5,3,3,2,4,1,1,2,2,-1,14,5, ,3,2,4,4,4,5,5,3,2,4,4,4,4,4,5,5,4,4,3,5,4,4,4,4,3,4,4,8, ,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,5,5,5,5,5,2,3,2,8000,4,3,2,1,1,0,1,1,0,0,0,0,0, ,1,3,1,3,1,3,2,3,2,3,2,3,2,3,1,1,1,3,1,3,1,3,1,13, ,4,1,-1, ,-1,-1,2,1,5,3
136,2,4,40,1,2007,8,3,4,2,4,2,1,1,2,-1,5,1, ,1,1,4,5,5,5,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,5,5,4,4,4,8, ,3,1,2,4,3,3,4,4,3,3,2,2,4,2,3,4,2,5,5,5,5,5,3,3,2,8000,3,2,2,1,0,1,1,1,0,0,1,0,0, ,1,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,9,5, ,5,1,4, ,5,5,2,3,6,3
137,2,4,35,1,2015,10,3,3,2,4,1,1,2,2,-1,1,5, ,3,2,4,4,5,5,5,4,3,4,4,2,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,8, ,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,5,5,5,5,5,2,2,2,7000,3,2,2,0,1,1,1,1,1,0,0,0,0, ,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,10, ,4,2,-1, ,-1,-1,2,1,4,3
138,2,4,37,1,2012,11,2,3,2,4,1,1,1,3,-1,-1,-1, ,3,2,4,4,4,5,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,8, ,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,5,5,5,5,5,3,3,2,8000,4,4,2,1,0,1,1,1,1,0,0,0,0, ,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,9,3, ,5,2,-1, ,-1,-1,2,1,5,3
139,2,4,40,1,2013,1,2,2,2,4,1,1,3,2,-1,1,4, ,3,3,4,5,5,5,4,4,4,5,5,4,4,5,5,4,4,4,3,4,4,4,5,4,4,4,4,8, ,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,3,5,5,5,4,4,3,3,2,8000,4,4,2,1,1,1,1,1,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,12, ,4,1,-1, ,-1,-1,2,1,5,2
140,1,4,41,1,2004,11,3,2,2,4,1,1,2,2,-1,14,1, ,3,2,3,4,4,5,4,4,3,3,4,3,4,5,4,3,4,4,4,4,4,4,4,4,4,3,4,8, ,3,1,3,3,3,4,4,4,4,3,2,2,3,3,2,2,3,5,5,5,5,4,3,3,2,8000,4,2,2,1,1,0,1,0,1,1,0,0,0, ,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,5,10, ,5,1,7, ,4,4,1,5,5,3
141,1,4,40,1,2009,4,3,2,2,3,1,1,2,2,-1,1,5, ,2,2,4,5,5,5,5,4,4,4,5,5,5,5,5,4,4,4,3,4,4,3,4,4,4,3,4,2, ,4,1,1,4,3,4,4,4,4,3,3,2,2,3,2,2,1,5,5,5,5,5,3,3,2,8000,4,3,2,0,1,1,0,1,0,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,3,9, ,5,1,7, ,4,4,1,5,5,3
142,1,4,33,1,2015,6,4,4,2,4,2,1,1,3,-1,-1,-1, ,2,1,4,5,5,5,4,4,4,4,5,4,4,4,5,4,4,3,4,4,4,4,4,4,3,4,4,8, ,5,1,3,4,3,4,4,4,4,3,2,2,2,3,2,2,1,5,5,5,5,5,3,3,2,6000,3,3,2,0,1,0,0,0,0,0,0,0,0, ,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,9, ,5,1,7, ,4,4,2,4,5,2
143,1,4,42,1,2011,3,3,3,2,4,1,1,2,2,-1,5,1, ,2,2,4,4,4,4,5,4,4,4,5,4,5,4,4,2,4,4,4,4,4,5,4,4,4,4,4,2, ,6,1,3,4,4,4,3,4,4,2,3,2,4,2,2,2,3,5,5,5,4,4,3,3,2,7000,4,4,2,1,1,0,1,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,9,7, ,5,1,7, ,4,5,2,5,5,3
144,1,4,33,1,2015,4,3,2,2,4,2,2,-1,3,-1,-1,-1, ,1,1,4,4,4,5,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,2, ,4,1,3,4,3,4,4,4,4,3,3,3,3,4,2,2,1,5,5,5,5,5,3,3,2,5000,3,4,2,0,1,0,1,0,0,1,0,0,0, ,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,9,12, ,6,1,3, ,4,2,2,5,5,2
145,1,4,39,1,2017,5,3,2,2,3,2,1,1,2,-1,5,15, ,2,1,4,5,5,5,5,4,4,4,5,4,4,4,4,2,4,4,5,4,4,4,4,5,4,4,4,8, ,3,1,1,4,4,4,4,4,4,2,2,2,3,2,2,2,1,5,5,5,5,5,2,3,2,6000,4,4,2,1,1,0,1,0,0,0,1,0,0, ,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,5, ,6,3,7, ,4,4,2,4,4,3
146,1,4,35,1,2018,5,2,2,2,4,1,2,-1,3,-1,-1,-1, ,2,1,4,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,8, ,5,1,3,4,3,4,3,4,4,3,3,3,3,3,2,2,2,5,5,5,5,4,3,3,2,8000,3,3,2,1,0,0,1,1,1,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,9,2, ,4,2,5, ,1,6,2,6,6,3
147,1,4,29,1,2019,4,4,1,1,4,2,2,-1,1,1,-1,-1, ,2,1,4,5,5,5,5,5,4,4,5,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,8, ,5,1,3,4,3,4,4,4,4,2,2,2,4,2,3,3,1,5,5,5,4,4,3,3,2,7000,3,5,2,1,1,0,1,0,1,0,0,0,0, ,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,10,2, ,5,1,4, ,5,4,2,3,5,2
148,1,2,39,1,2005,7,1,2,2,5,2,2,-1,1,2,-1,-1, ,2,2,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,3,5,5,5,5,5,6, ,5,1,2,5,3,3,3,3,3,5,5,5,5,4,2,3,2,5,5,5,5,5,4,4,2,6000,4,3,2,0,1,0,0,1,0,0,1,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,7, ,6,1,2, ,4,4,2,6,6,3
149,1,2,40,1,2009,1,4,1,2,4,1,1,1,3,-1,-1,-1, ,2,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8, ,1,1,3,5,5,5,5,5,5,2,2,2,2,3,3,3,3,1,1,3,5,5,3,4,1,-1,4,4,1,0,0,0,1,1,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,10,2, ,6,2,1, ,4,6,2,5,5,5
150,1,2,41,1,2003,4,2,2,2,4,1,1,2,3,-1,-1,-1, ,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,4,4,4,4,2,3,3,4,3,3,6, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,2,3,2,3,3,2,3,4,2,8000,3,4,3,0,0,0,1,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,9, ,4,2,-1, ,-1,-1,1,4,4,3
151,1,2,30,1,2012,11,3,3,1,5,1,1,3,2,-1,18,99,다둥이 가족이라서,2,2,3,4,5,4,3,4,1,1,2,3,5,5,5,2,1,1,4,3,1,5,5,5,2,4,4,2, ,1,1,2,4,5,5,5,5,5,5,5,1,1,3,2,3,1,5,1,5,3,4,4,4,1,-1,4,3,2,0,1,0,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,3,1,2,1,2,12,10, ,6,1,5, ,1,6,1,5,5,2
152,1,2,34,1,2012,3,2,3,2,5,1,1,3,2,-1,18,99,이미 많아서,3,3,5,5,5,5,5,2,2,2,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,8, ,4,1,3,4,3,3,5,4,4,3,3,4,3,2,3,3,2,5,5,5,5,5,4,4,2,6000,4,4,1,1,1,0,0,1,0,1,0,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,9,12, ,5,1,1, ,4,2,1,5,5,3
153,1,2,42,1,2011,3,2,2,2,3,2,1,2,2,-1,1,10, ,2,2,4,5,4,4,5,4,4,3,5,3,4,4,5,4,4,4,5,4,4,4,4,4,4,2,3,8, ,4,1,3,4,3,4,3,4,3,4,4,3,2,2,3,3,1,4,4,5,4,5,3,3,2,8000,3,3,2,1,1,1,1,1,0,0,0,0,0, ,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,14,3, ,2,2,3, ,4,4,2,5,5,4
154,1,2,36,1,2017,11,2,2,2,4,2,2,-1,1,2,-1,-1, ,2,2,5,4,4,4,4,4,2,2,5,2,4,4,4,2,3,3,4,4,4,4,5,4,4,3,4,8, ,2,1,3,3,3,3,3,3,3,3,2,2,2,1,2,2,2,5,4,4,3,4,3,3,2,7000,4,4,1,1,1,1,1,1,0,0,1,0,0, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,10, ,5,1,8, ,4,4,2,5,6,4
155,2,2,39,1,2010,4,2,2,2,4,1,1,2,2,-1,1,14, ,3,4,5,5,5,4,4,5,1,3,5,5,5,4,4,3,1,4,1,1,1,1,5,5,5,1,5,8, ,5,1,3,5,5,5,5,5,5,1,1,1,1,4,3,3,3,5,4,5,5,5,3,3,2,6000,3,3,2,0,0,0,0,1,0,0,0,0,0, ,1,1,1,1,1,2,1,2,2,3,2,3,1,3,2,3,2,3,1,3,1,2,3,13, ,6,2,9, ,5,2,1,2,5,4
156,2,2,35,1,2010,1,4,1,1,3,2,1,3,2,-1,5,17, ,2,2,5,5,5,4,5,5,1,5,5,5,5,5,4,2,2,2,5,3,1,2,5,4,5,4,5,8, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,5,5,5,5,5,3,3,2,6000,4,4,2,0,0,0,0,0,0,0,0,0,1, ,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,12,15, ,4,3,-1, ,-1,-1,1,1,5,4
157,2,2,44,1,2007,10,2,2,2,4,1,1,2,2,-1,5,1, ,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,2,2,4,4,3,3,2,3,3,8, ,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,5,4,4,3,4,3,3,2,4600,4,4,1,1,0,0,0,0,0,0,1,0,0, ,1,3,1,3,1,3,1,3,2,3,2,3,2,3,1,2,1,2,1,2,1,2,9,6, ,4,2,-1, ,-1,-1,2,1,5,3
158,2,2,43,1,2009,4,3,3,2,3,3,1,1,3,-1,-1,-1, ,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,3,3,3,3,3,3,8, ,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,3,3,3,3,3,3,3,1,-1,4,4,1,0,0,0,1,0,1,0,1,0,0, ,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,4, ,4,2,-1, ,-1,-1,1,1,3,2
159,2,2,44,1,2007,11,2,3,2,4,2,1,1,2,-1,1,5, ,1,2,3,4,3,4,5,3,5,3,3,3,5,3,2,3,2,2,3,3,3,3,3,4,2,3,3,2, ,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,4,3,3,4,3,3,3,2,2,6000,3,3,1,1,0,1,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,4,9, ,5,2,-1, ,-1,-1,1,1,4,4
160,2,2,44,1,2004,2,3,2,1,4,1,1,2,2,-1,14,5, ,2,2,4,5,5,4,4,3,2,3,5,5,5,4,4,2,1,2,3,3,3,4,4,4,3,5,5,2, ,4,1,3,5,4,5,5,5,5,5,5,5,1,5,4,4,4,4,3,5,4,4,4,4,1,-1,4,3,1,0,0,0,0,0,0,0,0,0,1, ,1,1,1,3,1,3,1,3,2,3,1,3,1,3,1,3,1,3,1,3,1,3,13,10, ,5,1,2, ,5,2,1,3,6,2
161,2,2,27,1,2018,11,4,2,2,3,2,2,-1,1,1,-1,-1, ,1,2,5,5,4,4,5,5,5,5,3,5,4,4,2,2,2,2,3,4,3,3,5,5,3,4,5,8, ,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,4,2,3,3,3,3,3,1,-1,3,3,2,0,1,0,0,0,1,0,0,0,0, ,1,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,11,7, ,6,2,-1, ,-1,-1,2,3,5,3
162,2,5,42,1,2011,5,2,2,2,3,3,1,1,2,-1,6,9, ,1,2,4,5,5,4,4,4,3,3,4,4,4,4,2,2,3,2,3,4,3,3,5,5,4,4,5,6, ,2,1,3,4,4,5,4,2,4,5,5,5,2,1,2,3,5,4,5,4,4,5,2,3,2,5000,4,3,1,1,1,0,1,1,0,0,0,0,0, ,1,3,1,3,2,3,2,3,2,3,2,3,2,3,1,2,2,3,1,2,1,2,9,3, ,5,3,4, ,2,6,1,5,8,4
163,2,5,40,1,2007,12,3,1,2,4,1,1,2,2,-1,5,10, ,4,2,5,5,5,5,5,5,2,2,5,5,5,5,5,2,2,2,5,4,4,3,5,4,4,4,5,8, ,4,1,2,3,4,3,3,3,2,2,1,1,1,1,3,3,2,5,5,5,5,5,3,3,2,4500,4,3,2,0,0,1,0,0,0,0,0,0,0, ,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,14,12, ,5,2,4, ,4,5,1,3,6,3
164,2,5,36,1,2008,9,2,3,2,3,1,1,2,2,-1,18,9, ,2,2,5,5,5,5,4,5,4,5,3,4,5,5,5,1,1,1,4,4,3,1,5,5,5,4,5,2, ,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,4,5,4,5,3,5,3,2,2,10000,4,3,2,0,0,0,0,0,0,0,0,0,1, ,1,3,1,3,1,3,1,3,2,3,1,3,1,3,1,1,1,3,1,1,1,2,1,11, ,6,2,-1, ,-1,-1,1,1,12,3
165,2,5,36,1,2011,9,3,3,2,3,3,1,1,2,-1,6,5, ,1,1,5,5,5,4,4,4,2,4,4,4,5,4,1,2,1,1,3,4,2,1,5,5,4,2,5,4, ,7,1,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,4,2,5000,4,4,1,1,0,1,0,1,0,1,0,0,0, ,1,1,1,1,1,3,1,3,1,3,1,3,1,3,1,1,2,3,1,2,1,3,15,13, ,5,2,2, ,4,6,1,5,10,4
